ID,Name,Blurb,Goal,Slug,Country,Pledged,Backers_count,Currency,Deadline,Created_at,Launched_at,Staff_pick,Category_id,Category_name,Location_id,Location_name,Location_country,Location_state,fx_rate,Percent_funded
777912889,Wildlands by Dwarven Forge: Handcrafted Modular Game Terrain,"Amazing Wilderness terrain, sculpted by hand, cast in Dwarvenite®, available fully hand painted. Your games won't be the same again.",100000,wildlands-by-dwarven-forge-handcrafted-modular-game-terrain,US,3102243.8,2743,USD,1599094800,1595106871,1596988801,TRUE,34,Tabletop Games,2518517,Westport,US,CT,1,3102.2438
645343012,The Wyrmwood Modular Gaming Table: Coffee & Dining Models,"A revolutionary table that evolves over a lifetime. Innovative, yet affordable, with magnetic accessories. Crafted without compromise.",1000000,modular-gaming-table,US,7805700,7876,USD,1602302340,1592862564,1597168462,TRUE,34,Tabletop Games,2504265,Taunton,US,MA,1,780.57
448252292,October Night Games,"October Night Games is a digital tabletop game for 1–6 players about witches, vampires, dark magic, unspeakable cults, dogs and cats.",5000,october-night-games,DE,5711.97,171,EUR,1600242607,1594774923,1597650607,TRUE,35,Video Games,638242,Berlin,DE,Berlin,1.19112989,114.2394
1710069226,Old-School Essentials: Advanced Fantasy,"The essential old-school fantasy RPG, now expanded with advanced character options, magic, and monsters — plus brand new adventures!",20000,old-school-essentials-advanced-fantasy,US,204240.05,2617,USD,1599832796,1593104869,1597240796,TRUE,34,Tabletop Games,2407959,Fruitland,US,ID,1,1021.20025
158829720,Usurpator,There is still time left - let's catch up together. Support the project and become part of the Usurpator community.,32000,usurpator,AT,3813,78,EUR,1599084530,1570259159,1596492530,TRUE,35,Video Games,551476,Bregenz,AT,Vorarlberg,1.19112989,11.915625
22747278,Edgar Allan Poe - The Horror Gamebook,A nightmarish gamebook adaptation of Edgar Allan Poe's horror stories.,5000,edgar-allan-poe-the-horror-gamebook,IT,14828,573,EUR,1600639140,1593874408,1598601114,FALSE,12,Games,719751,Padua,IT,Veneto,1.19112989,296.56
303656341,JINGI: 2 player card game,Rebuild the world with Jingi.  Outwit and plan short-term. A battle of Chaos vs Law. 15 cards each. 15 minute playtime. Made in Japan.,100000,jingi-2-player-card-game,JP,537060,198,JPY,1599271240,1595867393,1598061640,TRUE,34,Tabletop Games,1118370,Tokyo,JP,Tokyo Prefecture,0.00947795,537.06
357701734,LightBreak,An immersive narrative-driven aural game,16100,lightbreak,US,4100,66,USD,1600966859,1590264515,1598374859,TRUE,35,Video Games,2357024,Atlanta,US,GA,1,25.46583851
380193949,HoverGrease,"Set in a dystopian bio-cyberpunk future, HoverGrease mixes arcade-like game mechanics with traditional 5v5 hero shooter gameplay.",12000,hovergrease,GB,2584,60,GBP,1602021600,1591791367,1598700649,TRUE,35,Video Games,44418,London,GB,England,1.33559137,21.53333333
1614634288,The Kind Camomille | Wholesome exploration,"Random acts of kindness and the joy of discovery. Explore with Camomille, a kind mouse on her way to her grandmother's 100th birthday.",4200,the-kind-camomille,CA,13984.29,369,CAD,1599674273,1593051227,1596650273,TRUE,35,Video Games,3534,Montreal,CA,QC,0.7647932,332.9592857
1648171465,Bottoms Up Drinking Game,"A drinking game for fun loving people to bond over booze, banter and bad decisions.",1800,bottoms-up-drinking-game,GB,3930,146,GBP,1599246000,1595532320,1596735240,TRUE,273,Playing Cards,44418,London,GB,England,1.33559137,218.3333333
1531390306,Lunar Base,A Base-Building Strategy Game that takes place on the Moon.,10000,lunar-base-a-moon-colonization-base-building-card-game,DK,352587.59,1581,DKK,1599124618,1591889179,1596532618,FALSE,34,Tabletop Games,554890,Copenhagen,DK,Hovedstaden,0.16005193,3525.8759
924682738,"Rare Triumphs tarot, and Pike and Clover (v2) playing cards","Inspired by early historical tarot: 2nd edition of the Pike and Clover playing cards, with an extended version, the Rare Triumphs tarot",7000,rare-triumphs-tarot-and-pike-and-clover-v2-playing-cards,GB,4190,108,GBP,1600686409,1598206324,1598872009,FALSE,273,Playing Cards,12602148,Cumbria,GB,England,1.33559137,59.85714286
243993507,Puzzle Dungeon Deluxe Edition Reprint,The endlessly playable monster-hunting solitaire card game.,6000,puzzle-dungeon-deluxe-edition-reprint,US,5436,103,USD,1600671600,1597472754,1598882660,FALSE,34,Tabletop Games,2380358,Cincinnati,US,OH,1,90.6
1565228553,Dandy Ace,Dandy Ace is an over the top action packed roguelike that follows this fabulous magician seeking to free himself from a cursed mirror.,25000,dandy-ace,US,6788,149,USD,1600948805,1596236140,1598356805,TRUE,35,Video Games,2490383,Seattle,US,WA,1,27.152
1297104561,Dark Deity,"Dark Deity, an SRPG inspired by genre classics",12000,dark-deity,US,53525,1545,USD,1599850802,1589315305,1597258802,TRUE,35,Video Games,2487956,San Francisco,US,CA,1,446.0416667
986800935,Cede - 4 Player Co-op Combat Farming Game,"""Combat Farming"" through famine, transforming wastelands into utopias. Burst evil into seeds that become vegetation.",12000,cede-combat-farming-the-pandemic,US,9130,139,USD,1599941422,1594449486,1596312622,TRUE,35,Video Games,2437266,Lawrence,US,MA,1,76.08333333
797693170,Listen: Let's Talk!,The card game that makes having difficult conversations simple and approachable.,15000,listen-lets-talk,US,15329,191,USD,1599172200,1593613194,1596551569,TRUE,34,Tabletop Games,2442047,Los Angeles,US,CA,1,102.1933333
589004947,Dwerve — Tower Defense Dungeon Crawler RPG,Zelda-Inspired Action RPG with Tower Defense Combat,10000,dwerve-tower-defense-dungeon-crawler-rpg,US,24497,658,USD,1601017207,1586889717,1598338807,TRUE,35,Video Games,2503863,Tampa,US,FL,1,244.97
465022949,Lowlife 2090,"A tabletop RPG of Cyberpunk & Sorcery, set in a dystopian 2090.",5000,lowlife-2090,AU,5425.32,200,AUD,1601375074,1596373062,1598783074,FALSE,34,Tabletop Games,1105779,Sydney,AU,NSW,0.73662709,108.5064
693396275,Board Game Design Starter Kit,A box full of everything you need to get that game out of your head and onto a table!,10000,board-game-design-starter-kit,US,50651,1044,USD,1599191940,1593315705,1597156498,FALSE,34,Tabletop Games,2357024,Atlanta,US,GA,1,506.51
1489159016,Arkwright the Card Game,A streamlined card game version of the renowned board game Arkwright!,25000,arkwright-the-card-game,US,56506,1891,USD,1599116400,1595584204,1597082428,FALSE,34,Tabletop Games,2402485,Farmington Heights,US,UT,1,226.024
2137208131,The 2021 Gaming Calendar,The 2021 Gaming Calendar is the eighth annual gaming calendar produced by Scott King!,8000,the-2021-gaming-calendar,US,3161,87,USD,1601082000,1597782376,1598911104,FALSE,34,Tabletop Games,2424766,Houston,US,TX,1,39.5125
360566283,"Become Vampire, Save Halloween",Humans are cancelling the best hunting day of the year.  So I’ve started the first Vampire-made Kickstarter to save Human Halloween.,25000,become-vampire-save-human-halloween,US,7304,117,USD,1600221600,1597193233,1598369426,TRUE,271,Live Games,2442047,Los Angeles,US,CA,1,29.216
1429107558,Spaceflux: Arena FPS in the 5th Dimension,"Spaceflux is a mind-bending online arena shooter with fractal worlds, endless looping levels and fully destructible maps.",2000,spaceflux-arena-fps-in-impossible-geometry,CA,3626.29,33,CAD,1601395200,1593887324,1598795844,TRUE,35,Video Games,4118,Toronto,CA,ON,0.7647932,181.3145
1569645324,The Enneagram / Mosquito in Amber RPG Dice + Bonus Sets,"Handmade, Sharp and full of Personality, like you.",10000,the-enneagram-rpg-dice,GB,33020,593,GBP,1600981200,1595500987,1598232153,FALSE,34,Tabletop Games,12602146,Northamptonshire,GB,England,1.33559137,330.2
1257304855,Playmats and Bags for Board Games,Designed from popular feedback. Made by BoardGameTables.com.,10000,playmats-and-bags-for-board-games,US,174584,3235,USD,1599793200,1594398011,1597762757,FALSE,34,Tabletop Games,2438265,Lenexa,US,KS,1,1745.84
676429526,SYNDICATE: An Interplanetary Conquest Board Game (REDUX!),Build the most formidable interplanetary criminal empire in this new thematic sci-fi board game.,35000,syndicate-an-interplanetary-conquest-board-game-redux,US,46429,824,USD,1599796740,1594045079,1597759067,TRUE,34,Tabletop Games,2459115,New York,US,NY,1,132.6542857
936869044,"Don't Take It Personally, I Just Don't Like You","The lo-fi anime dating sim to cry to. A visual novel about cassette tapes, old computers, and unrequited romance.",5000,dont-take-it-personally-i-just-dont-like-you-0,US,7576,203,USD,1598964881,1594432911,1595940881,TRUE,35,Video Games,2367105,Boston,US,MA,1,151.52
1306571184,Sh*tty Werewolf,"Like the classic social party game Werewolf, but shittier.",420,sh-tty-werewolf,US,3707,300,USD,1600273926,1596492803,1598459526,TRUE,34,Tabletop Games,2458410,New Haven,US,CT,1,882.6190476
388157154,This is the Zodiac Speaking,"A noir, fact-based single-player psychological thriller with classic horror elements and multiple endings to discover!",13000,this-is-the-zodiac-speaking,US,4753,189,USD,1599224400,1595413034,1596545384,TRUE,35,Video Games,523920,Warsaw,PL,Masovian,1,36.56153846
1517619132,War and Peace 6th Edition,The 6th edition of Mark McLaughlin's War and Peace,22000,war-and-peace-6th-edition,US,14956,152,USD,1601481990,1598222028,1598889990,FALSE,34,Tabletop Games,2367438,Bowie,US,MD,1,67.98181818
1710775966,ANTEMATTER,A cosmic mash-up of poker and space strategy,30000,antematter,US,77604,604,USD,1600959658,1576769100,1598367658,TRUE,34,Tabletop Games,2459115,New York,US,NY,1,258.68
65171718,Arium RPG,A tabletop roleplaying game in two books. Create worlds. Discover the stories within them.,1000,arium,US,10479,462,USD,1600480800,1596728040,1598453045,FALSE,34,Tabletop Games,2438022,Lehi,US,UT,1,1047.9
2085949481,Tokyo Sidekick - Reassemble!,Heroes can’t go it alone-every Hero needs a sidekick! Tokyo Sidekick is a cooperative board game for 1-4 players from Japanime Games.,30000,tokyo-sidekick-reassemble,US,42239,491,USD,1599170400,1595862171,1597766398,TRUE,34,Tabletop Games,2475687,Portland,US,OR,1,140.7966667
104652025,For Coin & Blood: Second Edition,A new edition of the classically-inspired grimdark fantasy roleplaying game.,4000,for-coin-and-blood-2nd-edition,US,9807,367,USD,1599750350,1595535733,1598886350,FALSE,34,Tabletop Games,2437416,Layton,US,UT,1,245.175
1047748093,Black Roses Hotel / Casino Playing Cards,The Black Roses Hotel has opened again. On behalf of our entire staff we want to welcome you in our property.,4800,black-roses-hotel,DE,31408,390,EUR,1599933596,1594409169,1598723996,FALSE,273,Playing Cards,676374,Much,DE,North Rhine-Westphalia,1.19112989,654.3333333
221133355,Die of the Dead,Guide souls back to the land of the living in this Día de Muertos themed dice game featuring beautiful components and unique gameplay.,7000,die-of-the-dead,GB,17906,725,GBP,1600376400,1583686286,1598342399,FALSE,34,Tabletop Games,41415,York,GB,England,1.33559137,255.8
1809002862,Deck of Wonders,A solo (and co-op) legacy card game where Fate herself has stacked the deck against you.,20000,deck-of-wonders,US,29690,817,USD,1600401540,1590112781,1598360427,FALSE,34,Tabletop Games,2380358,Cincinnati,US,OH,1,148.45
2135752776,"""Grammin Adventure"" Made in Japan / グラミン探検隊","""Grammin Adventure"" is designed to learn the basics of programming thinking while having fun!",100000,grammin-adventure-made-in-japan,JP,49039,11,JPY,1601089233,1594613283,1598497233,TRUE,34,Tabletop Games,1118370,Tokyo,JP,Tokyo Prefecture,0.00947795,49.039
217250444,STARDUST TAROT DICE,"A set of 13 dice totaling the 78 tarot cards, a new approach to divination.",13000,stardust-tarot-dice,FR,37529,711,EUR,1599141307,1589199918,1596549307,TRUE,34,Tabletop Games,626064,St.-Nicolas,FR,Nord-Pas-de-Calais,1.19112989,288.6846154
1078836060,Dogs BOND - The Board Game,"Be the best dog you can be. Bark at your friends, wag your tail, and find your forever home.",20000,dogs-bond,US,15822,314,USD,1599233478,1591025098,1596641478,TRUE,34,Tabletop Games,2488042,San Jose,US,CA,1,79.11
564218348,Bastet the Cat - Ancient Goddess Bronze Foil Playing Cards,Minimal design of Black Cat and Egyptian art with luxury UV bronze foil playing card. Play it and send our good will to universe!,24700,bastet-the-cat-ancient-goddess-wish-and-playing-cards,HK,109660,423,HKD,1600953468,1597542139,1598361468,FALSE,273,Playing Cards,2165352,Hong Kong,HK,Hong Kong Island,0.1290231,443.9676113
381157236,Weird Tales Presents: Pandemonium Noir,The Unique Tabletop Roleplaying Game,19500,weird-tales-presents-pandemonium-noir,US,3949,69,USD,1601492400,1597783124,1598910313,FALSE,34,Tabletop Games,2442047,Los Angeles,US,CA,1,20.25128205
16637307,Pillars of Stone - 3D Printable Tabletop Accessories,"A tabletop gaming tile system, for board games, RPGs, and card players. Compatible with openLOCK 3D printable .STL files",1000,pillars-of-stone-3d-printable-tabletop-accessories,US,15430,416,USD,1599235205,1594329822,1596643205,FALSE,34,Tabletop Games,2487889,San Diego,US,CA,1,1543
1666775889,Barony for Switch + Updates for All,"Adding split-screen, new UI, new DLC & more NEW features + Coming to consoles for the first time!",35000,barony-for-the-nintendo-switch,US,28063.42,558,USD,1599145376,1588537116,1596121376,TRUE,35,Video Games,2490383,Seattle,US,WA,1,80.1812
251523557,"ICE CREAM YOU SCREAM! The Family Game of Dice, Holiday Gift!","5th Kickstarter!! Previous Projects We Love also available: ICE CREAM EMPIRE, WHISKEY BUSINESS!, BREW HA HA!, & READ BETWEEN THE WINES!",20000,ice-cream-you-scream-the-family-game-of-dice-holiday-gift,US,10657,160,USD,1600380000,1594722875,1597075203,TRUE,34,Tabletop Games,2442047,Los Angeles,US,CA,1,53.285
1111753082,Moons & Stars - Handmade Strategy Boardgame,Discover an ancient artifact-an otherworldly game that will push the limits of your creativity and logic.,4000,moons-and-stars-handmade-strategy-boardgame,US,8880,104,USD,1599998143,1592951626,1597406143,TRUE,34,Tabletop Games,2408137,Fulton,US,NY,1,222
1030001640,Lord Cireneg's Bridge District,A 3d Printable Bridge District. A great addition to Lord Cireneg's City and Castle. But also usable by itself!,100,lord-cirenegs-bridge-district,NZ,12860.42,207,NZD,1601280000,1594812631,1598680850,FALSE,34,Tabletop Games,2348712,Hastings,NZ,Hawke's Bay,0.67391802,12860.42
880168016,Stat Trackers Friends & Foes DM Tool for Dungeons & Dragons,Stat Tracker Expansion Box adds hundreds of new Monsters and NPCs to the ultimate DM accessory for 5th edition,25000,stat-trackers-friends-and-foes-gm-accessory-for-5th-edition,US,17527,219,USD,1600974652,1597201040,1598647212,FALSE,34,Tabletop Games,12485627,Long Island,US,NY,1,70.108
1330403707,Elder Dice: Shards of Illumination,"Mythic RPG Dice: Seer's Eye, Crown of the Night Mother, Crest of Dagon. Includes magnetic spellbook box & ritual candle dice tubes",85000,elder-dice-shards-of-illumination,US,741658,6685,USD,1599010200,1595384611,1596548543,FALSE,34,Tabletop Games,2428965,Jemison,US,AL,1,872.5388235
247444893,"""IZAYOI"" Board game Made in Japan | 十六夜小町","As an artisan, collect beautiful wakomono(Japanese accessories), but don't outdo your master.
An easy to play, yet strategic board game",100000,izayoi-board-game-made-in-japan,JP,1627213,291,JPY,1599818400,1593786675,1597744810,TRUE,34,Tabletop Games,1118370,Tokyo,JP,Tokyo Prefecture,0.00947795,1627.213
2101110382,Sniper Elite - The Board Game,A stealth action miniatures board game for 1-4 players. Designed by David Thompson and Roger Tankersley.,22000,sniper-elite-the-board-game,GB,83483.7,1476,GBP,1598985000,1583230510,1597152622,FALSE,34,Tabletop Games,31278,Oxford,GB,England,1.33559137,379.4713636
2121462768,Bosch Puzzle Playing Cards,Collector's edition Playing Cards & puzzle inspired from the works of Hieronymus Bosch,15300,bosch-playing-cards-0,US,30896,817,USD,1600788645,1589075271,1598023845,FALSE,273,Playing Cards,2459115,New York,US,NY,1,201.9346405
1202019324,The Mystery Agency,"A brand new collection of mystery puzzle experiences. Find the clues, piece together the story and solve the mystery.",75550,the-mystery-agency,GB,50899,635,GBP,1600426205,1595951766,1597834205,TRUE,274,Puzzles,44418,London,GB,England,1.33559137,67.3712773
1949222254,Plantopia: The Card Game,A strategic card game based on the wonderful and wacky world of Life of a Potato.,5000,plantopia-the-card-game,SG,48680,1312,SGD,1600693151,1596381088,1598533151,FALSE,34,Tabletop Games,1062617,Singapore,SG,Central Singapore,0.73643342,973.6
1834279477,"Endless Dice, Endless Possibilities, Endless Adventures!","Table Breaking Metal Polyhedral Designer Dice Set for DND, Pathfinder, Call of Cthulu and Tabletop RPGs. Extra Large & Extra Heavy!",5000,endlessdice,GB,55474.51,1101,GBP,1600671600,1590927664,1598643888,FALSE,34,Tabletop Games,19344,Edinburgh,GB,Scotland,1.33559137,1109.4902
179975799,Stefan Feld City Collection - Hamburg & Amsterdam,Hamburg & Amsterdam kick off the Stefan Feld City Collection which will expand over many years to come!,50000,stefan-feld-city-collection-hamburg-and-amsterdam,US,794403,2878,USD,1599609600,1576067241,1597773948,TRUE,34,Tabletop Games,2388929,Dallas,US,TX,1,1588.806
2029608866,Token Sesame | The Transforming Token Holder for Board Games,Save table space | Infinite configurations | Collectible art plates by tabletop artists | Converts to dice tray |  Compact travel mode.,11000,token-sesame-a-transforming-token-holder-for-board-games,US,271587,3045,USD,1600349460,1595249601,1597152660,FALSE,34,Tabletop Games,2464337,Ogden,US,UT,1,2468.972727
1166706264,Galaxy Hunters,"Pick your merc, customize your mech, and compete against 2 to 4 players in a fierce rivalry to be the top mutant hunter in the system.",80000,galaxy-hunters-0,US,45775,542,USD,1600462800,1588724105,1598364036,TRUE,34,Tabletop Games,2487889,San Diego,US,CA,1,57.21875
867180105,Evertried,"An Isometric, Turn-Based Roguelite",533416,evertried,JP,932145,348,JPY,1600866068,1596079582,1598274068,TRUE,35,Video Games,455991,Santos,BR,Sao Paulo,0.00947795,174.7501012
967142965,"ORBITAL, a space station RPG zine","Build a space station, full of threats and conflict, and then play to find out whether your crew of characters can hold it together.",5500,orbital-a-space-station-rpg-zine,GB,11698,1000,GBP,1599584478,1596465133,1598374878,FALSE,34,Tabletop Games,35356,Southampton,GB,England,1.33559137,212.6909091
1996517690,Gladiator Guild Manager - Epic Battle Simulator,A battle sim about managing your own Gladiator Guild in an epic fantasy world.,20000,gladiator-guild-manager-epic-battle-simulator,US,19221,598,USD,1599848357,1583745157,1597256357,TRUE,35,Video Games,532697,Belgrade,RS,Beograd,1,96.105
1416396334,One Lonely Outpost,A space farming sim set on a barren alien planet. Grow your farm and with it a community and a new life.,80000,one-lonely-outpost,US,19284,330,USD,1600977600,1553143748,1598364776,TRUE,35,Video Games,2484861,Roseville,US,CA,1,24.105
967005414,Rurik: Stone & Blade (Reprint & Expansion),"Seize your destiny and claim the throne! The first expansion to the critically-acclaimed Rurik: Dawn of Kiev, a euro-style board game.",50000,rurik-stone-and-blade,US,62885,956,USD,1600884000,1595348055,1598886084,FALSE,34,Tabletop Games,2443945,Madison,US,WI,1,125.77
1219341623,Wondrous Expeditions: Forests - Roleplaying Guide,Make wilderness journeys just as exciting as the destination with this worldbuilding book for GMs - For any fantasy roleplaying game.,15000,wondrous-expeditions-forests-gm-sourcebook,NL,80788,1967,EUR,1599746546,1586705649,1597154546,FALSE,34,Tabletop Games,729028,Eindhoven,NL,North Brabant,1.19112989,538.5866667
1733315643,The 20/20 Vision Deck,An art rich deck featuring custom drawn images of the 2020 Democratic candidates,7500,the-20-20-vision-deck,US,7675,180,USD,1600959600,1586377089,1598367600,FALSE,273,Playing Cards,2391446,Des Moines,US,IA,1,102.3333333
1975651542,Eat the Rich! | Solo Strategy Card Game (1-4 Players),"The ""revolutionary"" strategy card game for 1-2 players",1000,eat-the-rich-solo-strategy-card-game-1-4-players,US,1769,83,USD,1599047944,1592312727,1596455944,FALSE,34,Tabletop Games,2414302,Greenfield,US,IN,1,176.9
738772090,"""Wonderland"" + ""Looking-Glass"" Flip-Book Playing Cards USPCC","""Wonderland"" and ""Looking-Glass"" are a pair of flip-book playing card decks based upon the classic illustrations of Sir John Tenniel.",2500,wonderland-looking-glass-flip-book-playing-cards-uspcc,US,6421,155,USD,1601064581,1598202947,1598472581,FALSE,273,Playing Cards,2480894,Richmond,US,VA,1,256.84
1893279827,Nightmare Macabre: a 1000 piece horror puzzle,"My project is a one thousand piece, 20x29, black and white, horror puzzle that features 20 macabre ink illustrations.",5600,nightmare-macabre-a-1000-piece-horror-puzzle,US,1457,29,USD,1600015311,1597200490,1597423311,FALSE,274,Puzzles,2376195,Castro Valley,US,CA,1,26.01785714
1624619969,Rogue,A photorealistic multiplayer(campaign later) first person shooter set in real-life places around the world.,5000,rogue-0,US,1,1,USD,1603047372,1597675659,1597863372,FALSE,35,Video Games,2434769,Lake Charles,US,LA,1,0.02
1856003460,Zenescope's Grimm Fairy Tales TAROT: a Game of Souls,"A card game based on Coup d'Etat, first played within the dungeons of France over two centuries ago! ",25000,grimm-fairy-tales-tarot-a-game-of-souls,US,29532.4,245,USD,1599591600,1595265422,1597172408,FALSE,34,Tabletop Games,2424565,Horsham,US,PA,1,118.1296
297792870,Fadoodle,The dictionary game of euphemisms dating back to the 14th century.,29600,fadoodle,US,1027,28,USD,1600440275,1595088291,1595256275,FALSE,34,Tabletop Games,2358820,Baltimore,US,MD,1,3.469594595
2110013160,Nomadic Caravan - Printable STL files,"A nomadic camp for RPG, tabletop games, collectors or painters!",1825,nomadic-caravan-printable-stl-files,NO,67067,304,NOK,1599255907,1593351155,1596663907,FALSE,34,Tabletop Games,862592,Oslo,NO,Oslo Fylke,0.11379543,3674.90411
1895095260,Fog of War - DnD 5E,An exciting new DnD 5E campaign following a group of AWOL soldiers who quickly find themselves caught amidst a new conflict.,1400,fog-of-war-dnd-5e,GB,43,6,GBP,1600435629,1597840237,1597843629,FALSE,34,Tabletop Games,26042,Leeds,GB,England,1.33559137,3.071428571
1780174954,Designed-from-impression Metallic Tabletops Game Dice Set,Golden and silvery metal grains have finally solidified in my transparent resin solution!,25000,designed-from-impression-metallic-tabletops-game-dice-set,HK,11440,12,HKD,1600446640,1587710814,1597854640,FALSE,34,Tabletop Games,24702921,Leighton Hill,HK,Hong Kong Island,0.1290231,45.76
986324237,Full Size MultiGame Arcade Machine Experience in your Home!,"We Build Cool Pinball Machine Mods, Recycle and Build Full Size Arcade Games",10000,pinball-machine-mods-arcade-game-rescue-and-manufacturing,US,3895,12,USD,1599674639,1592848268,1594490639,FALSE,35,Video Games,2497646,Spokane,US,WA,1,38.95
1572196324,WOODEN MARKOS PUZZLE,WOODEN MARKOS PUZZLE-Alphabet & numbers,20000,wooden-markos-puzzle,IT,1,1,EUR,1601216670,1598542235,1598624670,FALSE,274,Puzzles,718345,Milan,IT,Lombardy,1.19112989,0.005
227154531,The Swamps of Mordhell (STL),"Brilliant STL files based on our world; Bratuwur, for you to print and use in all your favourite tabletop -, RPG games and diorama's.",400,the-swamps-of-mordhell-stl,GB,1866,79,GBP,1600240460,1595887263,1597648460,FALSE,34,Tabletop Games,44418,London,GB,England,1.33559137,466.5
524385962,"Fairy, Unicorn, Mermaid, Princess, Kitten - Pin Set & Game","A cute family card game of magical creatures, complete with enamel pin set!",5000,fairy-unicorn-mermaid-princess-kitten-card-game-and-pins,US,12125,378,USD,1598965398,1552348187,1597150998,FALSE,34,Tabletop Games,2390774,Delaware,US,OH,1,242.5
1381741641,Ordus Station,"3D Printable, modular terrain for tabletop games, wargames, board games and Sci-fi RPG",1000,ordus-station,AU,16424.32,311,AUD,1599121320,1594164540,1596436878,FALSE,34,Tabletop Games,1100661,Brisbane,AU,QLD,0.73662709,1642.432
2113586431,The Grim & Deliberate Beast,A Deadly New System of Narrative A. I. for the 40 Most-Played D&D Monsters.,10000,these-monsters-have-minds-of-their-own,US,66542.05,1246,USD,1599220548,1590626749,1596542148,FALSE,34,Tabletop Games,2475687,Portland,US,OR,1,665.4205
839510377,Admirals' War: World War II at Sea Reprint and Expansion,A board game of strategic naval operations in WWII.,18000,admirals-war-world-war-ii-at-sea-reprint,US,24125,316,USD,1601211383,1597577371,1598619383,FALSE,34,Tabletop Games,2434305,La Plata,US,MD,1,134.0277778
